rownames;Task;Who;Freq
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
38;Shopping;Jointly;55
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
39;Tidying;Jointly;57
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
40;Breakfast;Wife;82
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
41;Dinner;Wife;77
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
42;Dishes;Wife;32
43;Driving;Wife;10
43;Driving;Wife;10
43;Driving;Wife;10
43;Driving;Wife;10
43;Driving;Wife;10
43;Driving;Wife;10
43;Driving;Wife;10
43;Driving;Wife;10
43;Driving;Wife;10
43;Driving;Wife;10
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
44;Finances;Wife;13
46;Insurance;Wife;8
46;Insurance;Wife;8
46;Insurance;Wife;8
46;Insurance;Wife;8
46;Insurance;Wife;8
46;Insurance;Wife;8
46;Insurance;Wife;8
46;Insurance;Wife;8
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
47;Laundry;Wife;156
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
48;Main_meal;Wife;124
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
49;Official;Wife;12
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
51;Shopping;Wife;33
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
52;Tidying;Wife;53
